area,Frontal pole cerebral cortex,Primary motor area,Secondary motor area,Primary somatosensory area,Supplemental somatosensory area,Visceral area,Dorsal auditory area,Primary auditory area,Posterior auditory area,Ventral auditory area,Anterolateral visual area,Anteromedial visual area,Lateral visual area,Primary visual area,Posterolateral visual area,Anterior cingulate area,Prelimbic area,Infralimbic area,Orbital area,Agranular insular area,Retrosplenial area,Rostrolateral visual area,Perirhinal area,Main olfactory bulb,Accessory olfactory bulb,Anterior olfactory nucleus,Taenia tecta,Dorsal peduncular area,Piriform area,Nucleus of the lateral olfactory tract,Cortical amygdalar area,Piriform-amygdalar area,Postpiriform transition area,Ammon's horn,Dentate gyrus,Fasciola cinerea,Induseum griseum,Entorhinal area,Parasubiculum,Postsubiculum,Presubiculum,Subiculum,Claustrum,Endopiriform nucleus,Lateral amygdalar nucleus,Basolateral amygdalar nucleus,Basomedial amygdalar nucleus,Posterior amygdalar nucleus,Caudoputamen,Nucleus accumbens,Fundus of striatum,Olfactory tubercle,Lateral septal nucleus,Septofimbrial nucleus,Septohippocampal nucleus,Anterior amygdalar area,Bed nucleus of the accessory olfactory tract,Central amygdalar nucleus,Intercalated amygdalar nucleus,Medial amygdalar nucleus,Globus pallidus external segment,Globus pallidus internal segment,Substantia innominata,Magnocellular nucleus,Medial septal complex,Triangular nucleus of septum,Bed nuclei of the stria terminalis,Bed nucleus of the anterior commissure,Ventral anterior-lateral complex of the thalamus,Ventral medial nucleus of the thalamus,Ventral posterior complex of the thalamus,Subparafascicular nucleus,Subparafascicular area,Peripeduncular nucleus,Medial geniculate complex,Dorsal part of the lateral geniculate complex,Lateral posterior nucleus of the thalamus,Posterior complex of the thalamus,Posterior limiting nucleus of the thalamus,Suprageniculate nucleus,Anteroventral nucleus of thalamus,Anteromedial nucleus,Anterodorsal nucleus,Interanteromedial nucleus of the thalamus,Interanterodorsal nucleus of the thalamus,Lateral dorsal nucleus of thalamus,Intermediodorsal nucleus of the thalamus,Mediodorsal nucleus of thalamus,Submedial nucleus of the thalamus,Perireunensis nucleus,Paraventricular nucleus of the thalamus,Parataenial nucleus,Nucleus of reuniens,Rhomboid nucleus,Central medial nucleus of the thalamus,Paracentral nucleus,Central lateral nucleus of the thalamus,Parafascicular nucleus,Reticular nucleus of the thalamus,Intergeniculate leaflet of the lateral geniculate complex,Ventral part of the lateral geniculate complex,Subgeniculate nucleus,Medial habenula,Lateral habenula,Supraoptic nucleus,Paraventricular hypothalamic nucleus,Arcuate hypothalamic nucleus,Anterodorsal preoptic nucleus,Anteroventral preoptic nucleus,Anteroventral periventricular nucleus,Dorsomedial nucleus of the hypothalamus,Median preoptic nucleus,Medial preoptic area,Vascular organ of the lamina terminalis,Posterodorsal preoptic nucleus,Parastrial nucleus,Periventricular hypothalamic nucleus posterior part,Periventricular hypothalamic nucleus preoptic part,Subparaventricular zone,Suprachiasmatic nucleus,Subfornical organ,Ventrolateral preoptic nucleus,Anterior hypothalamic nucleus,Lateral mammillary nucleus,Medial mammillary nucleus,Supramammillary nucleus,Tuberomammillary nucleus,Medial preoptic nucleus,Dorsal premammillary nucleus,Ventral premammillary nucleus,Paraventricular hypothalamic nucleus descending division,Ventromedial hypothalamic nucleus,Posterior hypothalamic nucleus,Lateral hypothalamic area,Lateral preoptic area,Preparasubthalamic nucleus,Parasubthalamic nucleus,Retrochiasmatic area,Subthalamic nucleus,Tuberal nucleus,Zona incerta,Superior colliculus sensory related,Inferior colliculus,Nucleus of the brachium of the inferior colliculus,Nucleus sagulum,Parabigeminal nucleus,Midbrain trigeminal nucleus,Substantia nigra reticular part,Ventral tegmental area,Midbrain reticular nucleus retrorubral area,Midbrain reticular nucleus,Superior colliculus motor related,Periaqueductal gray,Pretectal region,Cuneiform nucleus,Red nucleus,Oculomotor nucleus,Edinger-Westphal nucleus,Trochlear nucleus,Ventral tegmental nucleus,Anterior tegmental nucleus,Lateral terminal nucleus of the accessory optic tract,Substantia nigra compact part,Pedunculopontine nucleus,Interfascicular nucleus raphe,Interpeduncular nucleus,Rostral linear nucleus raphe,Central linear nucleus raphe,Dorsal nucleus raphe
Frontal pole cerebral cortex,1.0,0.9365835675838164,0.7815690502591203,0.8298374480273103,0.9009232710955469,0.5948517897233925,0.709425106480646,0.7916716650529336,0.7689186634799285,0.8686732801187494,0.245462310346293,0.12088684100532317,0.38590294206737447,0.18526449782665985,0.3689452857641881,0.1560415140687993,0.3070529645690194,0.48868103222878795,0.022850527054223056,0.5109038058777607,0.09570951694496783,0.19877263008381735,0.6686876568306118,0.28746205670182806,-0.3102916067653502,0.18803605751698843,0.34662479372789495,0.7015326568321613,0.16079993494371042,0.5587055240361384,-0.11827604428776525,-0.048452913936057655,0.8821417466674194,0.606223695313337,0.49790027921486263,-0.040336788587126894,-0.4152941693224307,0.7520591340211636,0.6358513156388965,0.3888718548160578,0.533532728189456,0.6387121031368532,0.28092505912856264,0.49629818455944824,0.08608224990203785,0.337427899936422,0.060741810994545356,0.8245732894930311,0.24485386355818378,0.5784682264662684,0.5789222727960498,0.6828951875069349,0.726778087619717,0.45763203879873365,0.23555031433041562,0.8523034328992001,0.5128125300000822,0.645205926873941,0.310818879347279,0.33241919248493446,-0.10565908268941697,-0.19783425414480385,0.7050646899161855,0.747718392756289,0.8295499836264144,0.26685901018434327,0.7746799715829404,0.6965319932043872,0.5006245369147435,0.4116793460411756,0.44561177909386607,0.3209263718893092,0.8437839521665856,-0.06079197228353509,0.7777968619020822,0.5763138800193944,0.3367851122446052,0.7533528917545815,0.3773540174042234,0.7062765272234691,0.5783022209405148,0.6753668196185398,0.5057371542535304,0.676092785692126,0.7783082716130607,0.43886867348676495,0.6358905421971315,0.6996329458195913,0.9513480556153342,0.7610750625433312,0.34411933339295137,0.7445443943757701,0.8367682822174788,0.561577464792882,0.6144729776226892,0.6847777713649011,0.44688664927721927,0.6177303845438159,0.28414834263714894,-0.03398050327804108,0.11395278051099698,0.21214616311184137,-0.11783991627253686,0.40505849462332133,0.46463544510330856,0.7377159986029966,-0.5362200519291458,0.8175562001878475,0.4449859953212821,0.4258242644678055,0.6268310329040796,0.29495454170968916,0.45568956199941213,0.3843937404094601,0.006142781558673042,0.7064830167859333,-0.12350722134870348,0.37913475373036637,0.7566005494461467,0.5459971438229746,-0.2622870881895354,0.46360859213867944,0.5654276515865362,0.6976100482961541,0.7856895074127926,0.8263060853008263,0.9269045482302279,0.61215284088812,0.9606188364754151,0.7727909148478248,0.9245433849742662,0.591155509945723,0.8478100383687622,0.40524652748405,0.6709395630354731,-0.4521149996943231,0.5453618227989973,0.27760971262753537,0.7980638523946239,0.3277475218911169,0.3343885607885658,0.08478055295743424,0.40285604118896823,-0.19708170759779198,0.42293170600939284,0.6231052110953702,0.23620305331141006,0.3704534394840302,0.3409178469905079,0.14588370287343486,0.32726251003557966,0.20799748964094783,0.4760795651055411,0.29595847288038407,0.2474542281378813,0.5004645480657929,0.7416563286665946,0.4919364730166928,0.5376968745495855,0.15130279403923055,0.20434071955994892,0.31233583556031247,0.2207189571454704,0.19582828470022265,0.1828173858503897,0.837830873854151,0.43743694987619197,0.3827201520687189,0.6879030023241037
Primary motor area,0.9365835675838164,1.0,0.9210505892491292,0.9284079864803712,0.9566025084420345,0.7615730151790067,0.721679235010054,0.7622358784896038,0.8142633078400617,0.8427705798409186,0.21911211388382978,0.2898122941755141,0.2537030804690944,0.23174802580815945,0.3345776827303198,0.16647367006318908,0.3516829198944544,0.5131323782246661,-0.0003290927819767625,0.6354118805830026,0.29370990617139214,0.3124320410624338,0.8368054232220462,0.2761076031971953,-0.11239129184535832,0.15226400222241468,0.2985629785907787,0.6804124225703024,0.20649909442695144,0.4754556849141646,-0.04452628225968515,0.15950931009093477,0.978052996758124,0.6959814441248363,0.6032854182603322,-0.04270379442885075,-0.6117216572076153,0.8627976509616029,0.6800823643066823,0.5595189945012325,0.5173702694210227,0.7447697460839289,0.3908638227949188,0.7060158191317416,0.2769770309121965,0.5463974444169607,0.28517287258535107,0.8857529755870631,0.48982961924050344,0.6945110274953935,0.8186516218903788,0.48554410981359036,0.7216672199230315,0.6385330688900719,-0.030995438056152513,0.928107961337582,0.7250295491804228,0.8050880339522303,0.49726344411771467,0.5789475636642066,0.05775938558340557,-0.04653302651487491,0.8848098621103168,0.9001215634298191,0.9112619274713936,0.3455104717482103,0.8527981656738621,0.65476319004558,0.6610448889708133,0.6137590412389098,0.39986980572438036,0.5250291080020143,0.8588711946190744,0.15175532025685443,0.8169483032555727,0.5146817631430479,0.5525830346399128,0.8284259984018791,0.6256971817978477,0.6306475238559545,0.7671190617484342,0.7839884805738595,0.7421300437515196,0.481170905408974,0.8427907051100156,0.6051547151890275,0.486583144706383,0.800019689314553,0.9617254881949542,0.8908065826383843,0.17307393384114253,0.6689392763403673,0.6920222003009865,0.36486130784317894,0.3620144581032284,0.8227595082624846,0.6753956177867909,0.7637324220440913,0.5197510345070834,0.10263003099158438,0.26460841521991135,0.3423875882932693,0.14240394838093967,0.6558036848437303,0.700390390909985,0.6875356991365107,-0.24987530164275346,0.8654462216028868,0.6411418467042908,0.629384265179754,0.6738124734696214,0.1032421378480953,0.7094420038608972,0.501916648771659,-0.02283042494168867,0.7847723246165885,-0.2996461647767641,0.29474774909194124,0.6056494263419447,0.5147466804560146,-0.37216264279045363,0.4216481044685755,0.7011334041017947,0.8822624411656739,0.8248724912960466,0.8731558828940416,0.9418810901124632,0.7592392112153062,0.9191210045537412,0.6638928006383871,0.905490945587785,0.744775247822872,0.7837689951540653,0.670961555862842,0.8723129945367426,-0.20232611507737402,0.7197783236858094,0.5130669666450965,0.9104404943268783,0.6001832404829599,0.5528320444701991,0.3348724218322736,0.6540551656873409,-0.06944074771542455,0.6741185282326014,0.7600258889418007,0.49683569902415187,0.5800016917212577,0.5552254807451141,0.35178388347506845,0.5493531932184527,0.5019033283055063,0.7199639726966893,0.5789059908545773,0.545893701280763,0.6026510758791741,0.8961781781666158,0.425776185238008,0.7775551147154235,0.3761417700249472,0.3831361897396673,0.5298608259030153,0.4820474832240799,0.4607417238892668,0.04284748447393397,0.841407230333131,0.20461034438930023,0.23735080194276248,0.850524286933583
Secondary motor area,0.7815690502591203,0.9210505892491292,1.0,0.9032838803180413,0.9540769986812361,0.9399282034467038,0.7720616790713568,0.7743752154864897,0.8765331809515005,0.8352646040156098,0.2590046236464901,0.37318479517675324,0.24672962830607884,0.3760859666902523,0.4175213338190683,0.3335418162199955,0.5597142426727738,0.5720558097864815,0.11995974058691954,0.8089674415486047,0.46896923939134216,0.3677150402542236,0.9807629311722225,0.381161100220269,0.22512541427965557,0.2080277535449795,0.2587368521162436,0.6802170774451145,0.2273170111544811,0.4177964022849865,0.07048949795960463,0.2119671597250838,0.9741490022090182,0.73066321581145,0.7067433290642091,0.01995283545011913,-0.5638547731844336,0.9553818664526298,0.8059589081131944,0.8083677215848797,0.6758274959367353,0.8851011057202622,0.5550658653055606,0.8667775909538469,0.43094214184587615,0.6681560353684654,0.48994532291332105,0.9004830338467876,0.5925078846835931,0.6681571745332625,0.8770653156698254,0.2513088471241914,0.7511033530663069,0.8053405620547783,-0.024900130411616164,0.9039839663072904,0.8610520515261902,0.9281969756283155,0.7041901281476578,0.7718826777921973,0.2608714998552958,0.16866548329294503,0.9463335041209668,0.8913980306747464,0.970332044086034,0.5219716982674325,0.8931336442148258,0.6105195187966526,0.6377259012521455,0.6503852554526647,0.1031008559711973,0.6163468793194672,0.7910810834423383,0.3362926102911101,0.656406184455406,0.20082608152188994,0.5770365099280426,0.7407663779064056,0.7159972323800958,0.35722778575036507,0.9283401767722429,0.9154898628780335,0.872935959082246,0.3586180432044393,0.9018588682645592,0.5856485801847888,0.5173111953271444,0.9283667481918141,0.8780827842363089,0.975575450457872,0.27774270731367295,0.7119629968792055,0.5803392755071639,0.32400871294799144,0.2139310175957469,0.8693263431013261,0.8250961649018648,0.7963587947799646,0.6801239621178836,0.03846538821158457,0.23049010760480768,0.4993307252795465,0.4145224043106291,0.7475500976191843,0.8575343008066758,0.6938557648957684,-0.14611207134749304,0.9232387429278628,0.5795652351845669,0.6665197450494734,0.5934885835760593,0.049770369892597095,0.8302952460028254,0.4763950221360784,0.004769049231577007,0.7673036681761028,-0.36129859349823085,0.4017148604724763,0.5237217215216491,0.4324384643630442,-0.3499144062460347,0.5480476943735175,0.7976277991495052,0.9624448792583243,0.8602309754891609,0.7165234990259179,0.9172805627582246,0.8604278018996976,0.7631508583470795,0.45148329301850676,0.8287264317177996,0.8627472276099716,0.5059180085267314,0.8062277780374438,0.9594654380842597,-0.03388821180127601,0.7088683839427605,0.7261931963487388,0.8699005391772482,0.7836912106204428,0.6310747419670386,0.6112445048681714,0.8409320658993554,0.03879526992473644,0.785301893066323,0.8360822410184455,0.7079658196070897,0.6797099405306956,0.6365167243301175,0.4882825944591198,0.6472805677461684,0.6976980242927516,0.8772011932042963,0.6679265593775682,0.6958372262986463,0.5054847648793841,0.9750815436163871,0.5201930778815007,0.9307057940929774,0.4271844710106938,0.4916988385819927,0.6842766882031731,0.6493022220892816,0.6613936098492542,-0.1250827842251381,0.7355725581669224,-0.0785872198796542,-0.018742561980259632,0.9211856295823228
Primary somatosensory area,0.8298374480273103,0.9284079864803712,0.9032838803180413,1.0,0.9401858549952857,0.8438593710675484,0.7685523724100441,0.8230310879036312,0.8353054650360298,0.7824741692954708,0.4271980433554683,0.359452697690197,0.4242532492838362,0.48238630197274757,0.5812762900551914,0.10646741793856007,0.3052756712011762,0.30407845126360966,0.17998022474718783,0.8259890322862178,0.3888695253159744,0.47384139450141166,0.8711767069945321,0.39420296195960897,0.14543685692733183,0.4259222002503164,0.45600720397877115,0.5857328664410189,0.493004697289542,0.6442519118444657,0.21967320355984768,0.35235442116403465,0.9605538308501487,0.5256587087363596,0.5142577075511926,-0.3574947496407045,-0.7754684120015939,0.9279964556394967,0.8076781924333756,0.6442651195475254,0.6374561272307903,0.7896108902128235,0.5910527759144621,0.8607282839874347,0.19800821885564013,0.773055237262866,0.5519045947396438,0.7665462479879186,0.4829431421489541,0.538354008676371,0.8853844908915788,0.5171257811485934,0.6054894876729033,0.5400529345325119,-0.14131321363511795,0.9643965382970304,0.8721038320608355,0.8984444335888323,0.7405331081956245,0.7697909466058593,0.2259595502915137,0.18161369928245671,0.8719735098500867,0.942463961240333,0.8429411308164284,0.21106012051658196,0.708082223220205,0.4287990098740797,0.7729602083139546,0.6469714837255338,0.4185987053932296,0.3947181676623644,0.7333674802888551,0.10612410993012686,0.8108190640833517,0.4885879596460947,0.4676935839918548,0.7395376509102541,0.5837326154175748,0.6106300742588299,0.7951117849016427,0.8199404778344913,0.80639207385663,0.5196610681491356,0.6903640522635696,0.6216030969918932,0.429729722570443,0.7531949490240374,0.8942741911426974,0.9175354565144034,0.1671009376009348,0.6299951505404424,0.6716139423901603,0.2504728407690623,0.26523709578954763,0.8358662927577165,0.6976222509291748,0.6091258747633355,0.5783925613762355,-0.13065707449181577,0.05173146924000387,0.23627631551880274,0.13039779680622463,0.5730643289791237,0.8203792466027947,0.552692154975362,-0.18488240874981648,0.7790783364285188,0.6937766189028524,0.6841755189857011,0.6485324982425968,-0.005562692454214819,0.8111799944098582,0.3459491318480554,-0.3568804605961199,0.5691363576612752,-0.35907596488115473,0.24568811924645392,0.6375304541917757,0.35587114665279845,-0.49143571812593756,0.37789370780415393,0.8227558081017268,0.848892416547924,0.7992075492778491,0.9315154669702915,0.9222339138143251,0.727137188062124,0.8356759249729335,0.6894929533958424,0.9380789252463531,0.6592876861450571,0.7551208014673682,0.7251557701179806,0.8269049191032184,-0.10033853770683755,0.6409858109050119,0.5425716609078702,0.8724078231747883,0.6439795300373391,0.4620714957546684,0.543616508941145,0.7067721331194184,-0.12433484316981024,0.6213126397972029,0.6955575223953301,0.4851965857601987,0.4809462795258044,0.4772385309268739,0.2737040865059026,0.46427436870840283,0.570499990754506,0.7396649477505232,0.5784684067946839,0.6199648511612261,0.5089928320129948,0.8155252921054631,0.5372171447836,0.7979203903533586,0.5090857207195308,0.35891059619935983,0.48629610000846174,0.4553168245796278,0.5082978585273736,0.26254767002334295,0.7902583887312419,0.2307157532003531,0.38391478661820816,0.93003095244264
Supplemental somatosensory area,0.9009232710955469,0.9566025084420345,0.9540769986812361,0.9401858549952857,1.0,0.8546818250484751,0.8755512572703319,0.9000749593595812,0.9385535273036283,0.9110199206392603,0.4239951775190541,0.3897419607344376,0.45631965723862605,0.46524279956469283,0.5183261346281051,0.3545881316803841,0.5480048696866685,0.5757311221328725,0.2376828345466275,0.7947967351683611,0.43828332301477324,0.4497293802827029,0.9079751366170569,0.5048361655579867,0.10395174361664761,0.36346247084275274,0.45791655599915243,0.7885185526159114,0.3565548162418709,0.6238955154361674,0.1539152208530636,0.21719878887602523,0.9839073938454799,0.6580396257965493,0.604742622845682,-0.10537395980802199,-0.5671915342683838,0.9603418875187936,0.8282410228756352,0.6753148039997995,0.7152322582379461,0.8664571352290615,0.5996041760428372,0.8094800444647459,0.276443316515908,0.5784811553644785,0.44010527200204197,0.8942687822520846,0.42526928603355646,0.609541288371865,0.8009291271672707,0.5271981049599616,0.8226998900459055,0.6234718898337734,0.08164266211790781,0.971466541509931,0.8120592669863562,0.8593396050145682,0.6543622473596891,0.6875218382980605,0.14045054003337637,0.10523632975190302,0.8654232204913563,0.8521657239508437,0.9567655425206937,0.338647248041138,0.865504175926439,0.6081689140026654,0.569333931664295,0.5251184517634068,0.2138978375466658,0.44776816971468497,0.7739106723922422,0.13152238036660058,0.6859306513823776,0.31916694754035263,0.4000613812799955,0.6974507639409611,0.53913992735843,0.4732555538225605,0.7973263721498111,0.8492264032884043,0.7291980207408834,0.5769293735918994,0.8443612750816075,0.47108573485990557,0.6529839506017245,0.8574839949256516,0.9202722379358396,0.9545842608261493,0.39877572127372307,0.8075514089583805,0.7728731385692824,0.46788749251522027,0.4230875252664113,0.7814719057012743,0.6464340559747997,0.6733471314317877,0.5025854231912277,-0.10970742315613935,0.13680003054971765,0.36802937428117083,0.12752320228310887,0.60605133481577,0.7285289897760658,0.728755416827279,-0.3219402078367385,0.940353219047294,0.533858885622969,0.6515949044440029,0.7133494520924255,0.1866425418845897,0.7377845378143367,0.4704915680231506,-0.11011789752788836,0.7202077692481378,-0.23044601084241903,0.45524204320771827,0.7319039072372319,0.5375322418724782,-0.3438152182710196,0.6098417825464051,0.744668463534114,0.8593234793161989,0.8982293348172384,0.8124351848740843,0.9774380433707346,0.8201898465102716,0.8446429502005016,0.6814535686169095,0.9294926263047956,0.7678381398679589,0.6687931364760014,0.6495378907837059,0.8533973986942417,-0.1731945200511835,0.6294738870039797,0.5670258875596867,0.8446124528737035,0.5965936939624997,0.4851300453776064,0.4300107518295586,0.6687442552533921,-0.12606522025301653,0.5974398431341695,0.7296799540606907,0.4999364697100096,0.5034982839788061,0.46738828971954516,0.31521849159375254,0.46960119252613763,0.4748600037425239,0.7081532721489325,0.4735891111501981,0.5037390217287283,0.4425369229062008,0.8900350358974766,0.6293996999942595,0.7869751285402979,0.28407674269499394,0.3018913057607135,0.5358308817673915,0.43979680517460873,0.47497094263234585,0.10050933724346775,0.7836383951701057,0.16486213171761308,0.18989528979467338,0.8714576966156113
Visceral area,0.5948517897233925,0.7615730151790067,0.9399282034467038,0.8438593710675484,0.8546818250484751,1.0,0.7189292467374083,0.7321687220669229,0.8184899627090095,0.7319158939982654,0.3068715324187684,0.3077650362982298,0.2925780091201814,0.4974942984193012,0.5715591508671704,0.3048043496669566,0.5541249694843161,0.4003206528751452,0.20346612741765607,0.921671963857017,0.46767010077236554,0.35026389880639625,0.9820196303324097,0.3984865553415155,0.475068350511909,0.32614832729741966,0.2309037164226505,0.5225234131643601,0.30937794779611383,0.414529467197445,0.18012963322731718,0.2174483553245833,0.8756516393804542,0.5956370459562051,0.6679068671449975,-0.10136645860470468,-0.5280615957102271,0.9410351102031764,0.8821880776211865,0.9266735157770567,0.7851333955623929,0.888832862294139,0.6338818730007612,0.9224055676595247,0.39643893262734553,0.8001643686021995,0.6287676267246406,0.7641091857389094,0.5730978700478278,0.4960534833587362,0.8305127888705843,0.11537618150032172,0.6033223179697718,0.7936922402412806,-0.008442886603907532,0.8070194172855251,0.8962912824606749,0.9719909544987021,0.8527519051223517,0.8613423709369352,0.42509493959181277,0.342932563625868,0.8849765013275568,0.8417460401825567,0.8804455458958397,0.5632371091508048,0.7501921725336597,0.44723590309912853,0.6578084447619783,0.6406195791437316,-0.02712988658423601,0.5283875162642832,0.6738926335246443,0.36525153304269165,0.5505151378437232,0.036495905108655594,0.5077290931293142,0.6252846486106967,0.6728976538937247,0.22036148926126778,0.9650861739414539,0.951428646199084,0.9057032486993779,0.31004858703455807,0.7960527901092016,0.5663765010469227,0.4709644749255845,0.9079406293628575,0.7547092379570459,0.93608048673478,0.3205473230858934,0.6587196696523849,0.47195104877453853,0.24442945500895785,0.10365191798738518,0.8630267620700818,0.8669574368939266,0.6777299257312679,0.744501059095257,-0.1363772398768381,0.01941339557850173,0.4684755079402021,0.535746728727748,0.6396534288180201,0.9306538817993021,0.5968471803732354,-0.1235185752981626,0.8151382098076574,0.5013765136948997,0.581850460868604,0.4070461871094933,-0.023401772415165906,0.8347684540418833,0.2658236114702583,-0.12843177601183572,0.5700262434307877,-0.4020598146241599,0.40979214063531255,0.4546392039845301,0.2176001144427968,-0.35409136701895993,0.5238465697606183,0.8656681694414675,0.9082669233067753,0.7865530752541616,0.5990951415411822,0.8284189793144862,0.7880365045920029,0.6124344991713506,0.28956474114211106,0.7557024104791564,0.7962687642582481,0.31160630739586653,0.8204300791242879,0.8863976960238802,0.024557715629557237,0.5771679366487289,0.7730147272774403,0.7620922425435425,0.8294399808781237,0.5397486929008226,0.8217308208178763,0.8925676361223753,0.06813408468572348,0.7479611651314819,0.7910590969148441,0.7389978167837418,0.6216294390869647,0.5800820403323226,0.4552998359186139,0.5915741934653029,0.7791591929581132,0.8985487599074747,0.6486042156841726,0.7374993836908038,0.37895182304154396,0.8885319070277653,0.5868943915952353,0.9328140937792208,0.5005909049210711,0.5303476312759238,0.6528567924155632,0.6574775416419024,0.7133507387521109,-0.088752543687337,0.623279768158639,-0.17118144117419015,-0.04521700521446007,0.9241929074571139
Dorsal auditory area,0.709425106480646,0.721679235010054,0.7720616790713568,0.7685523724100441,0.8755512572703319,0.7189292467374083,1.0,0.956952676034159,0.9771741456488339,0.8187562039230495,0.7657459673965032,0.6167274052524888,0.7566775895734297,0.7726744963811099,0.6590123379367872,0.6567888222206341,0.763536189490198,0.6495841340170061,0.614140961434224,0.7997813718370517,0.6624239986927313,0.7100745338001324,0.7695089876507585,0.8463612941624276,0.3082344279558922,0.6601216278312206,0.7674816455174508,0.9132164374128174,0.600695195223647,0.8227491792874618,0.5229761085775768,0.3892596664034892,0.787687335871618,0.4077710078556418,0.35680939201357553,-0.2271599295438814,-0.42957391058050576,0.8936517096722263,0.791428712855037,0.5462826708073582,0.7660697212200241,0.8173126087485377,0.8489459280664025,0.7637025407808953,0.1447935626416537,0.38981494564245833,0.5758696113759751,0.7037746475776075,0.1400798359877242,0.34061566776705476,0.6038021409387753,0.6268745148700295,0.8815865582609679,0.32696177264863246,0.15424658624492668,0.8917173922541907,0.7691447172121278,0.6601793196181848,0.6854648679200316,0.6701954376642875,0.07867402179935255,0.2305435099561121,0.59622228178007,0.5669348755418778,0.8174204874082156,0.05281641179510471,0.6943965461052787,0.3570581351996182,0.2107283295408305,0.16527914913442585,-0.07620834319564687,0.15564922544817178,0.40234448122938654,-0.06150574047095997,0.30881475510023765,0.002452463520432546,-0.02171934292908881,0.2751072644931907,0.1957047138706776,0.14329625033592236,0.5514788364244825,0.6430882447004513,0.4429992202676837,0.6775304352317891,0.6092195741201215,0.04437162552372843,0.8055305366000503,0.6632742592946201,0.6473895141007177,0.8210716471017632,0.6584469980675216,0.8354800066161443,0.8230608227918952,0.5838003237008594,0.5142475112508715,0.4320900369182025,0.3182286310254528,0.31307113844084944,0.21105666035905007,-0.41488261312872304,-0.014929765097746026,0.23028364537874452,-0.11896042871781538,0.3939390166264139,0.5201740708011365,0.6474450658212559,-0.3184405099516788,0.8674281370071788,0.3184194262653349,0.6729453165384017,0.795996237203842,0.3734789132047718,0.6310409817491842,0.5002386204019554,-0.26171667566253864,0.47007574449087336,0.0630907946288482,0.6243627623254195,0.8585270810050577,0.6528568914316926,-0.17798153536563596,0.8198496504007377,0.5828354667477904,0.5839777423998362,0.8585523821693144,0.6095664536335241,0.8318628760153602,0.7873664289163083,0.5567116282922667,0.7082829115218979,0.7691680855083066,0.6322453261951463,0.45340658598721,0.3843138199000585,0.5995884171901467,-0.08628431485269522,0.337223413868902,0.4839595779194481,0.5253838207501977,0.3796156570215354,0.2275745817192283,0.31341125399937175,0.41933092611014483,-0.3280876116097309,0.2515394333875341,0.4110014747331004,0.2675599348663583,0.17120078809834915,0.13063489945201934,0.09510065205584907,0.1464442104075792,0.18675065267975274,0.42254416002093165,0.11906790434791525,0.2248389448196261,0.041813837075946,0.6475026375542066,0.825101242360497,0.556138552737136,-0.05085523007099981,-0.0754313679584589,0.35342285968219167,0.15460084148462053,0.272311347716961,0.2740808481759596,0.5508382542348667,0.18630360274514543,0.15227019313904663,0.6771068266020788
